,names,price,time_ago,address,time_scraped,area_name,rack_area_name,time_diff,time,date,tax_less,city,rack,margin
41864,Petro-Canada,107.9,2 hours,"7505 Argyll RdEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 02:00:00.000000000,2018-11-02 16:03:20,2018-11-02 00:00:00,73.03190476190476,edmonton,74.3,-1.268095238095242
41876,7-Eleven,115.9,1 hour,"10719 156th StEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 17:03:20,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
41882,Canadian Tire,107.9,3 minutes,"9809 50th StEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 00:03:00.000000000,2018-11-02 18:00:20,2018-11-02 00:00:00,73.03190476190476,edmonton,74.3,-1.268095238095242
41883,Shell,115.9,47 minutes,"4945 101st AveEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 00:47:00.000000000,2018-11-02 17:16:20,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
41884,Esso,115.9,17 hours,"15606 111th AveEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 17:00:00.000000000,2018-11-02 01:03:20,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
41888,Domo,115.6,1 hour,"12920 127th StEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 17:03:20,2018-11-02 00:00:00,80.36523809523808,edmonton,74.3,6.065238095238087
41892,Petro-Canada,116.9,5 hours,"14210 Yellowhead TrEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 05:00:00.000000000,2018-11-02 13:03:20,2018-11-02 00:00:00,81.60333333333332,edmonton,74.3,7.3033333333333275
41894,Fas Gas,111.9,15 hours,"15411 118th AveEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 15:00:00.000000000,2018-11-02 03:03:20,2018-11-02 00:00:00,76.84142857142857,edmonton,74.3,2.5414285714285683
41897,Husky,111.9,9 hours,"16002 114th AveEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 09:00:00.000000000,2018-11-02 09:03:20,2018-11-02 00:00:00,76.84142857142857,edmonton,74.3,2.5414285714285683
41900,Esso,111.9,58 minutes,"16438 87th AveEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 00:58:00.000000000,2018-11-02 17:05:20,2018-11-02 00:00:00,76.84142857142857,edmonton,74.3,2.5414285714285683
41902,Costco,103.3,3 hours,"12450 149th St NW Edmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 03:00:00.000000000,2018-11-02 15:03:20,2018-11-02 00:00:00,68.65095238095238,edmonton,74.3,-5.6490476190476215
41904,Shell,116.9,2 hours,"10231 170th StEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 02:00:00.000000000,2018-11-02 16:03:20,2018-11-02 00:00:00,81.60333333333332,edmonton,74.3,7.3033333333333275
41905,Shell,116.9,15 hours,"6124 50th St NW Edmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 15:00:00.000000000,2018-11-02 03:03:20,2018-11-02 00:00:00,81.60333333333332,edmonton,74.3,7.3033333333333275
41907,Mobil @ Superstore,115.9,3 hours,"10020 171st StEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 03:00:00.000000000,2018-11-02 15:03:20,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
41909,Shell,107.9,33 minutes,"17056 95th AveEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 00:33:00.000000000,2018-11-02 17:30:20,2018-11-02 00:00:00,73.03190476190476,edmonton,74.3,-1.268095238095242
41911,Centex,114.9,1 hour,"17046 90th AveEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 17:03:20,2018-11-02 00:00:00,79.69857142857143,edmonton,74.3,5.3985714285714295
41912,Co-op,107.9,3 hours,"13207 St  Albert Tr NW Edmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 03:00:00.000000000,2018-11-02 15:03:20,2018-11-02 00:00:00,73.03190476190476,edmonton,74.3,-1.268095238095242
41920,Esso,115.9,10 hours,"17761 100th AveEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 10:00:00.000000000,2018-11-02 08:03:20,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
41924,Husky,111.9,4 hours,"6827 170th St NW Edmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 04:00:00.000000000,2018-11-02 14:03:20,2018-11-02 00:00:00,76.84142857142857,edmonton,74.3,2.5414285714285683
41929,Esso,117.9,8 hours,"14703 40th AveEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 08:00:00.000000000,2018-11-02 10:03:20,2018-11-02 00:00:00,82.55571428571429,edmonton,74.3,8.25571428571429
41930,Hughes,115.9,46 minutes,"10308 178th StEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 00:46:00.000000000,2018-11-02 17:17:20,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
41935,Domo,105.9,2 hours,"17908 Stony Plain RdEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 02:00:00.000000000,2018-11-02 16:03:20,2018-11-02 00:00:00,71.12714285714286,edmonton,74.3,-3.17285714285714
41936,Fas Gas,107.9,3 hours,"3006 Calgary TrEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 03:00:00.000000000,2018-11-02 15:03:20,2018-11-02 00:00:00,73.03190476190476,edmonton,74.3,-1.268095238095242
41940,Domo,115.6,9 minutes,"348 Saddleback Rd NW Edmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 00:09:00.000000000,2018-11-02 17:54:20,2018-11-02 00:00:00,80.36523809523808,edmonton,74.3,6.065238095238087
41941,Hughes,109.9,2 hours,"5012 130th AveEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 02:00:00.000000000,2018-11-02 16:03:20,2018-11-02 00:00:00,74.93666666666667,edmonton,74.3,0.6366666666666703
41942,Husky,115.9,13 hours,"4333 50th St NW Mill Woods, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 13:00:00.000000000,2018-11-02 05:03:20,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
41943,Husky,109.7,1 hour,"9774 182nd St NW Edmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 17:03:20,2018-11-02 00:00:00,74.74619047619046,edmonton,74.3,0.44619047619046626
41944,Shell,116.9,2 hours,"14865 137th Ave NW Edmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 02:00:00.000000000,2018-11-02 16:03:20,2018-11-02 00:00:00,81.60333333333332,edmonton,74.3,7.3033333333333275
41946,Shell,116.9,2 hours,"6833 177th StEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 02:00:00.000000000,2018-11-02 16:03:20,2018-11-02 00:00:00,81.60333333333332,edmonton,74.3,7.3033333333333275
41947,Esso,107.4,4 hours,"15179 121st StEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 04:00:00.000000000,2018-11-02 14:03:20,2018-11-02 00:00:00,72.55571428571429,edmonton,74.3,-1.7442857142857093
41949,Esso,115.9,6 hours,"9628 153rd AveEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 06:00:00.000000000,2018-11-02 12:03:20,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
41953,Petro-Canada,116.9,27 minutes,"5011 137th AveEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 00:27:00.000000000,2018-11-02 17:36:20,2018-11-02 00:00:00,81.60333333333332,edmonton,74.3,7.3033333333333275
41956,Costco,103.3,10 hours,"13650 50th St NW Edmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 10:00:00.000000000,2018-11-02 08:03:20,2018-11-02 00:00:00,68.65095238095238,edmonton,74.3,-5.6490476190476215
41957,Shell,107.4,2 hours,"15131 127th StEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 02:00:00.000000000,2018-11-02 16:03:20,2018-11-02 00:00:00,72.55571428571429,edmonton,74.3,-1.7442857142857093
41960,Esso,107.9,15 hours,"11104 184th St NW Edmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 15:00:00.000000000,2018-11-02 03:03:20,2018-11-02 00:00:00,73.03190476190476,edmonton,74.3,-1.268095238095242
41961,Petro-Canada,107.4,4 hours,"12659 153rd AveEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 04:00:00.000000000,2018-11-02 14:03:20,2018-11-02 00:00:00,72.55571428571429,edmonton,74.3,-1.7442857142857093
41966,Costco,103.9,17 hours,"2616 91st  St NW Edmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 17:00:00.000000000,2018-11-02 01:03:20,2018-11-02 00:00:00,69.22238095238095,edmonton,74.3,-5.077619047619052
41967,7-Eleven,107.9,6 hours,"2803 Millwoods RdMill Woods, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 06:00:00.000000000,2018-11-02 12:03:20,2018-11-02 00:00:00,73.03190476190476,edmonton,74.3,-1.268095238095242
41971,Fas Gas,115.4,10 hours,"9618 160th AveEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 10:00:00.000000000,2018-11-02 08:03:20,2018-11-02 00:00:00,80.17476190476191,edmonton,74.3,5.874761904761911
41973,Petro-Canada,104.9,10 hours,"3402 43rd Ave NW Mill Woods, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 10:00:00.000000000,2018-11-02 08:03:20,2018-11-02 00:00:00,70.17476190476191,edmonton,74.3,-4.125238095238089
41974,Esso,104.9,4 hours,"3407 43rd AveMill Woods, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 04:00:00.000000000,2018-11-02 14:03:20,2018-11-02 00:00:00,70.17476190476191,edmonton,74.3,-4.125238095238089
41977,Propane Shack,110.9,12 hours,"1110 78th AveEdmonton, AB",2018-11-02 18:03:20,edmonton,edmonton,0 days 12:00:00.000000000,2018-11-02 06:03:20,2018-11-02 00:00:00,75.88904761904762,edmonton,74.3,1.5890476190476193
41993,7-Eleven,107.9,1 day,"7612 104th StOld Strathcona, AB",2018-11-03 00:03:17,edmonton,edmonton,1 days 00:00:00.000000000,2018-11-02 00:03:17,2018-11-02 00:00:00,73.03190476190476,edmonton,74.3,-1.268095238095242
41997,Centex,114.9,55 minutes,"10540 82nd StEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 00:55:00.000000000,2018-11-02 23:08:17,2018-11-02 00:00:00,79.69857142857143,edmonton,74.3,5.3985714285714295
42004,Husky,107.9,3 hours,"10845 61st Ave NW Edmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 03:00:00.000000000,2018-11-02 21:03:17,2018-11-02 00:00:00,73.03190476190476,edmonton,74.3,-1.268095238095242
42005,Husky,108.9,1 hour,"11410 Groat RdEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 23:03:17,2018-11-02 00:00:00,73.98428571428572,edmonton,74.3,-0.31571428571427873
42011,Petro-Canada,107.9,3 hours,"5710 111th St NW Edmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 03:00:00.000000000,2018-11-02 21:03:17,2018-11-02 00:00:00,73.03190476190476,edmonton,74.3,-1.268095238095242
42012,Shell,111.9,1 hour,"9431 149th StEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 23:03:17,2018-11-02 00:00:00,76.84142857142857,edmonton,74.3,2.5414285714285683
42016,Domo,115.9,1 hour,"15015 Stony Plain RdEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 23:03:17,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
42018,Esso,116.9,1 hour,"13410 118th AveEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 23:03:17,2018-11-02 00:00:00,81.60333333333332,edmonton,74.3,7.3033333333333275
42022,Hughes,115.9,1 hour,"7110 82nd AveEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 23:03:17,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
42023,Esso,105.9,21 minutes,"8118 120 Ave NW Edmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 00:21:00.000000000,2018-11-02 23:42:17,2018-11-02 00:00:00,71.12714285714286,edmonton,74.3,-3.17285714285714
42028,Husky,104.9,54 minutes,"11820 Wayne Gretzky Dr NB Edmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 00:54:00.000000000,2018-11-02 23:09:17,2018-11-02 00:00:00,70.17476190476191,edmonton,74.3,-4.125238095238089
42037,Domo,115.9,3 hours,"10145 156th StEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 03:00:00.000000000,2018-11-02 21:03:17,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
42038,Husky,116.9,1 day,"9536 51st AveEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,1 days 00:00:00.000000000,2018-11-02 00:03:17,2018-11-02 00:00:00,81.60333333333332,edmonton,74.3,7.3033333333333275
42049,Esso,111.9,32 minutes,"15606 111th AveEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 00:32:00.000000000,2018-11-02 23:31:17,2018-11-02 00:00:00,76.84142857142857,edmonton,74.3,2.5414285714285683
42050,Canadian Tire,115.9,1 hour,"16125 Stony Plain RdEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 23:03:17,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
42052,Co-op,108.9,4 hours,"12705 82nd StEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 04:00:00.000000000,2018-11-02 20:03:17,2018-11-02 00:00:00,73.98428571428572,edmonton,74.3,-0.31571428571427873
42054,Hughes,109.9,3 hours,"8004 Roper RdEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 03:00:00.000000000,2018-11-02 21:03:17,2018-11-02 00:00:00,74.93666666666667,edmonton,74.3,0.6366666666666703
42060,Fas Gas,115.9,1 hour,"15411 118th AveEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 23:03:17,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
42064,Shell,115.6,18 minutes,"13215 127th St NW Edmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 00:18:00.000000000,2018-11-02 23:45:17,2018-11-02 00:00:00,80.36523809523808,edmonton,74.3,6.065238095238087
42066,Esso,115.9,40 minutes,"16438 87th AveEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 00:40:00.000000000,2018-11-02 23:23:17,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
42075,Shell,116.9,55 minutes,"17056 95th AveEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 00:55:00.000000000,2018-11-02 23:08:17,2018-11-02 00:00:00,81.60333333333332,edmonton,74.3,7.3033333333333275
42076,Esso,104.9,9 hours,"3615 Calgary TrEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 09:00:00.000000000,2018-11-02 15:03:17,2018-11-02 00:00:00,70.17476190476191,edmonton,74.3,-4.125238095238089
42078,Mobil @ Superstore,115.9,1 day,"12350 137th AveEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,1 days 00:00:00.000000000,2018-11-02 00:03:17,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
42079,Co-op,105.6,28 minutes,"13207 St  Albert Tr NW Edmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 00:28:00.000000000,2018-11-02 23:35:17,2018-11-02 00:00:00,70.84142857142855,edmonton,74.3,-3.458571428571446
42082,Shell,107.9,17 minutes,"10325 34th Ave NW Edmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 00:17:00.000000000,2018-11-02 23:46:17,2018-11-02 00:00:00,73.03190476190476,edmonton,74.3,-1.268095238095242
42089,Husky,115.9,26 minutes,"6827 170th St NW Edmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 00:26:00.000000000,2018-11-02 23:37:17,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
42090,Hughes,109.9,4 hours,"9115 35th Ave Edmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 04:00:00.000000000,2018-11-02 20:03:17,2018-11-02 00:00:00,74.93666666666667,edmonton,74.3,0.6366666666666703
42092,Petro-Canada,107.6,1 hour,"14110 127th StEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 23:03:17,2018-11-02 00:00:00,72.74619047619046,edmonton,74.3,-1.5538095238095337
42095,Flying J,116.9,39 minutes,"16806 118th AveEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 00:39:00.000000000,2018-11-02 23:24:17,2018-11-02 00:00:00,81.60333333333332,edmonton,74.3,7.3033333333333275
42096,Esso,107.9,1 hour,"14703 40th AveEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 23:03:17,2018-11-02 00:00:00,73.03190476190476,edmonton,74.3,-1.268095238095242
42100,Shell,116.9,12 hours,"17830 Stony Plain RdEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 12:00:00.000000000,2018-11-02 12:03:17,2018-11-02 00:00:00,81.60333333333332,edmonton,74.3,7.3033333333333275
42102,Domo,115.9,59 minutes,"17908 Stony Plain RdEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 00:59:00.000000000,2018-11-02 23:04:17,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
42105,Shell,107.9,2 hours,"13610 66th StEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 02:00:00.000000000,2018-11-02 22:03:17,2018-11-02 00:00:00,73.03190476190476,edmonton,74.3,-1.268095238095242
42106,Shell,117.9,2 hours,"3518 118th AveEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 02:00:00.000000000,2018-11-02 22:03:17,2018-11-02 00:00:00,82.55571428571429,edmonton,74.3,8.25571428571429
42117,Shell,115.9,3 hours,"9804 153rd AveEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 03:00:00.000000000,2018-11-02 21:03:17,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
42120,Petro-Canada,117.9,1 hour,"6655 178th StEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 23:03:17,2018-11-02 00:00:00,82.55571428571429,edmonton,74.3,8.25571428571429
42121,Safeway,116.9,1 day,"2304 109th StEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,1 days 00:00:00.000000000,2018-11-02 00:03:17,2018-11-02 00:00:00,81.60333333333332,edmonton,74.3,7.3033333333333275
42126,Shell,115.7,8 hours,"15131 127th StEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 08:00:00.000000000,2018-11-02 16:03:17,2018-11-02 00:00:00,80.46047619047619,edmonton,74.3,6.160476190476189
42131,Canadian Tire,115.9,5 hours,"2204 101st St NW Edmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 05:00:00.000000000,2018-11-02 19:03:17,2018-11-02 00:00:00,80.65095238095238,edmonton,74.3,6.3509523809523785
42142,Petro-Canada,107.9,1 hour,"12621 Victoria TrEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 23:03:17,2018-11-02 00:00:00,73.03190476190476,edmonton,74.3,-1.268095238095242
42145,Shell,116.9,1 hour,"14004 23rd AveEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 01:00:00.000000000,2018-11-02 23:03:17,2018-11-02 00:00:00,81.60333333333332,edmonton,74.3,7.3033333333333275
42147,Centex,107.9,3 hours,"2831 66th StMill Woods, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 03:00:00.000000000,2018-11-02 21:03:17,2018-11-02 00:00:00,73.03190476190476,edmonton,74.3,-1.268095238095242
42148,Esso,116.9,36 minutes,"14204 23rd AveEdmonton, AB",2018-11-03 00:03:17,edmonton,edmonton,0 days 00:36:00.000000000,2018-11-02 23:27:17,2018-11-02 00:00:00,81.60333333333332,edmonton,74.3,7.3033333333333275
42180,Shell,116.9,8 hours,"3518 118th AveEdmonton, AB",2018-11-03 06:03:16,edmonton,edmonton,0 days 08:00:00.000000000,2018-11-02 22:03:16,2018-11-02 00:00:00,81.60333333333332,edmonton,74.3,7.3033333333333275
42186,7-Eleven,107.6,1 day,"2803 Millwoods RdMill Woods, AB",2018-11-03 06:03:16,edmonton,edmonton,1 days 00:00:00.000000000,2018-11-02 06:03:16,2018-11-02 00:00:00,72.74619047619046,edmonton,74.3,-1.5538095238095337
42219,Shell,145.9,4 minutes,"490 Island HwyView Royal, BC",2018-11-02 00:04:48,victoria,victoria,0 days 00:04:00.000000000,2018-11-02 00:00:48,2018-11-02 00:00:00,101.17238095238096,victoria,85.6,15.572380952380968
42220,Shell,143.9,4 hours,"100 Esquimalt RdVictoria Downtown, BC",2018-11-02 06:04:53,victoria,victoria,0 days 04:00:00.000000000,2018-11-02 02:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42221,Petro-Canada,143.9,2 hours,"2670 Douglas StVictoria, BC",2018-11-02 06:04:53,victoria,victoria,0 days 02:00:00.000000000,2018-11-02 04:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42222,Esso,147.9,6 hours,"3201 Douglas StSaanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 06:00:00.000000000,2018-11-02 00:04:53,2018-11-02 00:00:00,103.07714285714286,victoria,85.6,17.477142857142866
42223,7-Eleven,,5 hours,"10 Burnside Rd W Saanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 05:00:00.000000000,2018-11-02 01:04:53,2018-11-02 00:00:00,,victoria,85.6,
42224,Chevron,143.9,3 hours,"1696 Hillside AveVictoria, BC",2018-11-02 06:04:53,victoria,victoria,0 days 03:00:00.000000000,2018-11-02 03:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42225,Chevron,,5 hours,"3480 Quadra StSaanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 05:00:00.000000000,2018-11-02 01:04:53,2018-11-02 00:00:00,,victoria,85.6,
42226,Petro-Canada,147.7,5 hours,"3477 Quadra StSaanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 05:00:00.000000000,2018-11-02 01:04:53,2018-11-02 00:00:00,102.88666666666666,victoria,85.6,17.28666666666666
42227,Petro-Canada,143.9,5 hours,"3095 Shelbourne StVictoria, BC",2018-11-02 06:04:53,victoria,victoria,0 days 05:00:00.000000000,2018-11-02 01:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42228,Petro-Canada,143.9,5 hours,"944 Craigflower RdEsquimalt, BC",2018-11-02 06:04:53,victoria,victoria,0 days 05:00:00.000000000,2018-11-02 01:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42229,Esso,143.9,1 hour,"1700 Hillside AveVictoria Downtown, BC",2018-11-02 06:04:53,victoria,victoria,0 days 01:00:00.000000000,2018-11-02 05:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42230,Esso,143.9,6 hours,"955 Craigflower RdEsquimalt, BC",2018-11-02 06:04:53,victoria,victoria,0 days 06:00:00.000000000,2018-11-02 00:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42231,Chevron,143.9,2 hours," 294 Gorge Rd W Saanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 02:00:00.000000000,2018-11-02 04:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42232,Esso,143.9,2 hours,"3775 Carey RdSaanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 02:00:00.000000000,2018-11-02 04:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42233,Shell,143.9,6 hours,"3790 Quadra St Saanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 06:00:00.000000000,2018-11-02 00:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42234,Shell,143.9,2 hours,"322 Burnside Rd W Saanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 02:00:00.000000000,2018-11-02 04:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42235,Chevron,143.9,1 hour,"305 Trans Canada HwySaanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 01:00:00.000000000,2018-11-02 05:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42236,Chevron,143.9,4 hours,"1264 Esquimalt RdEsquimalt, BC",2018-11-02 06:04:53,victoria,victoria,0 days 04:00:00.000000000,2018-11-02 02:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42237,Chevron,143.9,1 hour,"3597 Shelbourne StSaanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 01:00:00.000000000,2018-11-02 05:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42238,Petro-Canada,143.9,1 hour,"1580 Cedar Hill Cross RdSaanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 01:00:00.000000000,2018-11-02 05:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42239,Esso,,2 hours,"4001 Quadra StSaanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 02:00:00.000000000,2018-11-02 04:04:53,2018-11-02 00:00:00,,victoria,85.6,
42240,Petro-Canada,147.9,6 hours,"1510 Admirals RdView Royal, BC",2018-11-02 06:04:53,victoria,victoria,0 days 06:00:00.000000000,2018-11-02 00:04:53,2018-11-02 00:00:00,103.07714285714286,victoria,85.6,17.477142857142866
42241,Esso,143.9,4 hours,"3954 Shelbourne StSaanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 04:00:00.000000000,2018-11-02 02:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42242,Petro-Canada,143.9,5 hours,"3951 Shelbourne StSaanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 05:00:00.000000000,2018-11-02 01:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42243,Village Service,,5 hours,"3845 Cadboro Bay RdSaanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 05:00:00.000000000,2018-11-02 01:04:53,2018-11-02 00:00:00,,victoria,85.6,
42244,Co-op,143.9,6 hours,"4472 West Saanich RdSaanich, BC",2018-11-02 06:04:53,victoria,victoria,0 days 06:00:00.000000000,2018-11-02 00:04:53,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
