,names,price,time_ago,address,time_scraped,area_name,rack_area_name,time_diff,time,date,tax_less,city,rack,margin
116,Mobil @ Superstore,128.9,5 minutes,"10505 Southport Rd SW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:05:00.000000000,2018-09-27 01:21:09,2018-09-27 00:00:00,93.03190476190476,calgary,88.1,4.931904761904761
117,Co-op,130.9,6 minutes,"4940 Richmond Rd SW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:06:00.000000000,2018-09-27 01:20:09,2018-09-27 00:00:00,94.93666666666667,calgary,88.1,6.836666666666673
118,Esso,131.9,56 minutes,"1440 52nd St NE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:56:00.000000000,2018-09-27 00:30:09,2018-09-27 00:00:00,95.88904761904762,calgary,88.1,7.789047619047622
119,Petro-Canada,,5 minutes,"9405 24th St SW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:05:00.000000000,2018-09-27 01:21:09,2018-09-27 00:00:00,,calgary,88.1,
120,Canadian Tire,130.9,22 minutes,"5196 Richmond Rd SW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:22:00.000000000,2018-09-27 01:04:09,2018-09-27 00:00:00,94.93666666666667,calgary,88.1,6.836666666666673
121,Fas Gas,134.9,22 minutes,"4808 12th St NE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:22:00.000000000,2018-09-27 01:04:09,2018-09-27 00:00:00,98.74619047619048,calgary,88.1,10.646190476190483
122,Safeway,128.9,1 hour,"3550 32nd Ave NE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,93.03190476190476,calgary,88.1,4.931904761904761
124,Shell,128.9,1 hour,"10855 Bonaventure Dr SE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,93.03190476190476,calgary,88.1,4.931904761904761
125,Shell,131.9,1 hour,"4828 Centre St NE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,95.88904761904762,calgary,88.1,7.789047619047622
126,Shell,128.9,13 minutes,"10305 Braeside Dr SW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:13:00.000000000,2018-09-27 01:13:09,2018-09-27 00:00:00,93.03190476190476,calgary,88.1,4.931904761904761
127,Shell,131.9,5 minutes,"5309 Rundlehorn Dr NE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:05:00.000000000,2018-09-27 01:21:09,2018-09-27 00:00:00,95.88904761904762,calgary,88.1,7.789047619047622
128,Petro-Canada,128.9,42 minutes,"5505 Signal Hill Centre SW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:42:00.000000000,2018-09-27 00:44:09,2018-09-27 00:00:00,93.03190476190476,calgary,88.1,4.931904761904761
129,Safeway,128.9,47 minutes,"200 Stewart Green SW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:47:00.000000000,2018-09-27 00:39:09,2018-09-27 00:00:00,93.03190476190476,calgary,88.1,4.931904761904761
130,Mac's,134.9,1 hour,"1264 68th St SE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,98.74619047619048,calgary,88.1,10.646190476190483
131,Husky,128.9,1 hour,"11033 Elbow Dr SW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,93.03190476190476,calgary,88.1,4.931904761904761
132,7-Eleven,133.4,1 hour,"3510 39th Ave NE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,97.31761904761905,calgary,88.1,9.217619047619053
133,Esso,134.9,15 minutes,"220 68th St NE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:15:00.000000000,2018-09-27 01:11:09,2018-09-27 00:00:00,98.74619047619048,calgary,88.1,10.646190476190483
134,Shell,131.9,1 hour,"5623 4th St NW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,95.88904761904762,calgary,88.1,7.789047619047622
135,Esso,127.9,28 minutes,"11488 24 St SE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:28:00.000000000,2018-09-27 00:58:09,2018-09-27 00:00:00,92.0795238095238,calgary,88.1,3.979523809523812
136,7-Eleven,125.6,28 minutes,"4444 16th Ave NW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:28:00.000000000,2018-09-27 00:58:09,2018-09-27 00:00:00,89.8890476190476,calgary,88.1,1.789047619047608
137,Esso,127.6,1 hour,"759 Lake Bonavista Dr SE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,91.79380952380951,calgary,88.1,3.69380952380952
138,Esso,131.9,53 minutes,"3550 52nd St NE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:53:00.000000000,2018-09-27 00:33:09,2018-09-27 00:00:00,95.88904761904762,calgary,88.1,7.789047619047622
139,Husky,130.9,28 minutes,"4639 Bowness Rd NW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:28:00.000000000,2018-09-27 00:58:09,2018-09-27 00:00:00,94.93666666666667,calgary,88.1,6.836666666666673
140,Esso,125.9,16 minutes,"4700 16th Ave NW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:16:00.000000000,2018-09-27 01:10:09,2018-09-27 00:00:00,90.17476190476191,calgary,88.1,2.074761904761914
141,Shell,125.9,1 hour,"4647 16th Ave NW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,90.17476190476191,calgary,88.1,2.074761904761914
142,Petro-Canada,129.9,1 hour,"101 2220 68th St NE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,93.9842857142857,calgary,88.1,5.88428571428571
143,Petro-Canada,131.9,1 hour,"520 64th Ave NE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,95.88904761904762,calgary,88.1,7.789047619047622
144,Shell,131.9,16 minutes,"6450 Centre St N Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:16:00.000000000,2018-09-27 01:10:09,2018-09-27 00:00:00,95.88904761904762,calgary,88.1,7.789047619047622
145,Esso,129.9,1 hour,"2315 68th St NE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,93.9842857142857,calgary,88.1,5.88428571428571
146,Centex,130.9,8 minutes,"11211 Oakfield Dr SW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:08:00.000000000,2018-09-27 01:18:09,2018-09-27 00:00:00,94.93666666666667,calgary,88.1,6.836666666666673
147,Esso,131.9,17 minutes,"904 64th Ave NW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:17:00.000000000,2018-09-27 01:09:09,2018-09-27 00:00:00,95.88904761904762,calgary,88.1,7.789047619047622
148,Costco,124.9,1 hour,"75 E Hills Blvd SE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,89.22238095238095,calgary,88.1,1.1223809523809507
149,Husky,129.9,9 minutes,"6833 26th Ave NE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:09:00.000000000,2018-09-27 01:17:09,2018-09-27 00:00:00,93.9842857142857,calgary,88.1,5.88428571428571
150,Centex,131.9,50 minutes,"20 Douglaswoods Dr SE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:50:00.000000000,2018-09-27 00:36:09,2018-09-27 00:00:00,95.88904761904762,calgary,88.1,7.789047619047622
151,Gas Plus,131.9,1 hour,"7196 Temple Dr NE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,95.88904761904762,calgary,88.1,7.789047619047622
152,Petro-Canada,128.9,1 hour,"1010 Strathcona Dr SW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,93.03190476190476,calgary,88.1,4.931904761904761
153,Husky,124.9,1 hour,"5225 106th Ave SE Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 01:00:00.000000000,2018-09-27 00:26:09,2018-09-27 00:00:00,89.22238095238095,calgary,88.1,1.1223809523809507
154,Husky,121.9,13 minutes,"1071 Canyon Meadows Dr SW Calgary, AB",2018-09-27 01:26:09,calgary,calgary,0 days 00:13:00.000000000,2018-09-27 01:13:09,2018-09-27 00:00:00,86.3652380952381,calgary,88.1,-1.7347619047618963
155,Husky,129.9,4 minutes,"11603 Jasper Ave Edmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:04:00.000000000,2018-09-27 01:23:48,2018-09-27 00:00:00,93.9842857142857,edmonton,85.7,8.284285714285701
156,Safeway,123.9,59 minutes,"11410 104th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:59:00.000000000,2018-09-27 00:28:48,2018-09-27 00:00:00,88.27,edmonton,85.7,2.569999999999993
157,Esso,125.9,6 minutes,"12415 102nd AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:06:00.000000000,2018-09-27 01:21:48,2018-09-27 00:00:00,90.17476190476191,edmonton,85.7,4.474761904761905
158,Petro-Canada,125.9,1 hour,"11528 107th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,90.17476190476191,edmonton,85.7,4.474761904761905
159,Esso,125.9,1 hour,"10904 111th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,90.17476190476191,edmonton,85.7,4.474761904761905
160,Shell,126.9,5 minutes,"8545 82nd AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:05:00.000000000,2018-09-27 01:22:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
161,Canadian Tire,125.9,43 minutes,"11839 Kingsway AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:43:00.000000000,2018-09-27 00:44:48,2018-09-27 00:00:00,90.17476190476191,edmonton,85.7,4.474761904761905
162,Petro-Canada,126.9,19 minutes,"8330 82nd AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:19:00.000000000,2018-09-27 01:08:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
163,Safeway,126.9,1 hour,"601 Groat RdEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
164,Petro-Canada,124.4,39 minutes,"9640 118th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:39:00.000000000,2018-09-27 00:48:48,2018-09-27 00:00:00,88.74619047619048,edmonton,85.7,3.046190476190475
165,Shell,126.9,1 hour,"5830 104th StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
166,Esso,126.9,22 minutes,"9515 149th StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:22:00.000000000,2018-09-27 01:05:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
167,Husky,126.9,20 minutes,"10960 142nd StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:20:00.000000000,2018-09-27 01:07:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
168,Petro-Canada,128.9,1 hour,"5710 111th St NW Edmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,93.03190476190476,edmonton,85.7,7.331904761904752
169,Shell,126.9,21 minutes,"9431 149th StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:21:00.000000000,2018-09-27 01:06:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
170,Shell,127.9,1 hour,"5610 111th StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,92.0795238095238,edmonton,85.7,6.379523809523803
171,Domo,126.9,21 minutes,"15015 Stony Plain RdEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:21:00.000000000,2018-09-27 01:06:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
172,Domo,126.9,21 minutes,"8716 149th StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:21:00.000000000,2018-09-27 01:06:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
173,Hughes,127.9,1 hour,"12405 97th StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,92.0795238095238,edmonton,85.7,6.379523809523803
174,Shell,126.9,1 hour,"7535 75th StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
175,Hughes,126.9,23 minutes,"7110 82nd AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:23:00.000000000,2018-09-27 01:04:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
176,Petro-Canada,126.9,1 hour,"6820 90th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
177,Husky,128.9,1 minute,"8118 120th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:01:00.000000000,2018-09-27 01:26:48,2018-09-27 00:00:00,93.03190476190476,edmonton,85.7,7.331904761904752
178,Petro-Canada,126.9,57 minutes,"10560 51st  AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:57:00.000000000,2018-09-27 00:30:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
179,Petro-Canada,126.9,1 hour,"7505 Argyll RdEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
180,Mobil @ Superstore,126.9,1 hour,"5019 Calgary TrEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
181,Safeway,126.9,28 minutes,"5004 98th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:28:00.000000000,2018-09-27 00:59:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
182,Husky,120.9,28 minutes,"6125 101st AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:28:00.000000000,2018-09-27 00:59:48,2018-09-27 00:00:00,85.41285714285713,edmonton,85.7,-0.287142857142868
183,Domo,127.9,21 minutes,"10145 156th StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:21:00.000000000,2018-09-27 01:06:48,2018-09-27 00:00:00,92.0795238095238,edmonton,85.7,6.379523809523803
184,Esso,126.9,22 minutes,"15710 Stony Plain RdEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:22:00.000000000,2018-09-27 01:05:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
185,7-Eleven,126.9,21 minutes,"10719 156th StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:21:00.000000000,2018-09-27 01:06:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
186,Safeway,126.9,1 minute,"8720 156th StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:01:00.000000000,2018-09-27 01:26:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
187,Esso,126.9,28 minutes,"5003 101st AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:28:00.000000000,2018-09-27 00:59:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
188,Shell,126.9,28 minutes,"4945 101st AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:28:00.000000000,2018-09-27 00:59:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
189,Esso,126.9,20 minutes,"15606 111th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:20:00.000000000,2018-09-27 01:07:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
190,Canadian Tire,126.9,22 minutes,"16125 Stony Plain RdEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:22:00.000000000,2018-09-27 01:05:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
191,Co-op,125.9,3 minutes,"12705 82nd StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:03:00.000000000,2018-09-27 01:24:48,2018-09-27 00:00:00,90.17476190476191,edmonton,85.7,4.474761904761905
192,Petro-Canada,123.9,27 minutes,"13205 97th StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:27:00.000000000,2018-09-27 01:00:48,2018-09-27 00:00:00,88.27,edmonton,85.7,2.569999999999993
193,Husky,126.9,25 minutes,"16002 114th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:25:00.000000000,2018-09-27 01:02:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
194,Shell,124.9,20 minutes,"13215 127th St NW Edmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:20:00.000000000,2018-09-27 01:07:48,2018-09-27 00:00:00,89.22238095238095,edmonton,85.7,3.522380952380942
195,Petro-Canada,,4 minutes,"15630 118th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:04:00.000000000,2018-09-27 01:23:48,2018-09-27 00:00:00,,edmonton,85.7,
196,Esso,123.9,1 hour,"16438 87th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,88.27,edmonton,85.7,2.569999999999993
197,7-Eleven,124.9,1 hour,"13203 82nd StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,89.22238095238095,edmonton,85.7,3.522380952380942
198,Husky,123.9,21 minutes,"14950 Yellowhead TrEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:21:00.000000000,2018-09-27 01:06:48,2018-09-27 00:00:00,88.27,edmonton,85.7,2.569999999999993
199,Safeway,125.1,1 hour,"9499 137th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,89.41285714285713,edmonton,85.7,3.712857142857132
200,Shell,126.9,21 minutes,"10231 170th StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:21:00.000000000,2018-09-27 01:06:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
201,Shell,126.9,1 hour,"6124 50th St NW Edmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
202,Mobil @ Superstore,126.9,24 minutes,"10020 171st StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:24:00.000000000,2018-09-27 01:03:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
203,Esso,128.9,21 minutes,"4310 66th StMill Woods, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:21:00.000000000,2018-09-27 01:06:48,2018-09-27 00:00:00,93.03190476190476,edmonton,85.7,7.331904761904752
204,Shell,126.9,20 minutes,"17056 95th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:20:00.000000000,2018-09-27 01:07:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
205,Centex,125.9,1 hour,"17046 90th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,90.17476190476191,edmonton,85.7,4.474761904761905
206,Mobil @ Superstore,124.9,1 hour,"12350 137th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,89.22238095238095,edmonton,85.7,3.522380952380942
207,Safeway,124.9,25 minutes,"12950 137th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:25:00.000000000,2018-09-27 01:02:48,2018-09-27 00:00:00,89.22238095238095,edmonton,85.7,3.522380952380942
208,Husky,123.9,11 minutes,"4315 118th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:11:00.000000000,2018-09-27 01:16:48,2018-09-27 00:00:00,88.27,edmonton,85.7,2.569999999999993
209,Husky,123.9,20 minutes,"13203 66th StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:20:00.000000000,2018-09-27 01:07:48,2018-09-27 00:00:00,88.27,edmonton,85.7,2.569999999999993
210,Hughes,125.9,58 minutes,"9115 35th Ave Edmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:58:00.000000000,2018-09-27 00:29:48,2018-09-27 00:00:00,90.17476190476191,edmonton,85.7,4.474761904761905
211,Esso,126.9,48 minutes,"14703 40th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:48:00.000000000,2018-09-27 00:39:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
212,Hughes,127.9,47 minutes,"10308 178th StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:47:00.000000000,2018-09-27 00:40:48,2018-09-27 00:00:00,92.0795238095238,edmonton,85.7,6.379523809523803
213,Shell,124.5,26 minutes,"9330 144th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:26:00.000000000,2018-09-27 01:01:48,2018-09-27 00:00:00,88.84142857142857,edmonton,85.7,3.1414285714285626
214,Domo,122.9,20 minutes,"9255 34th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:20:00.000000000,2018-09-27 01:07:48,2018-09-27 00:00:00,87.31761904761905,edmonton,85.7,1.6176190476190442
215,Domo,126.9,25 minutes,"17908 Stony Plain RdEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 00:25:00.000000000,2018-09-27 01:02:48,2018-09-27 00:00:00,91.12714285714286,edmonton,85.7,5.427142857142854
216,Husky,123.9,1 hour,"12986 50th StEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,88.27,edmonton,85.7,2.569999999999993
217,Hughes,125.9,1 hour,"5012 130th AveEdmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,90.17476190476191,edmonton,85.7,4.474761904761905
218,Shell,129.9,1 hour,"14865 137th Ave NW Edmonton, AB",2018-09-27 01:27:48,edmonton,edmonton,0 days 01:00:00.000000000,2018-09-27 00:27:48,2018-09-27 00:00:00,93.9842857142857,edmonton,85.7,8.284285714285701
